Timestamp,RSSI_Value_dBm
15:41:01.9190,-68
15:41:01.9640,-72
15:41:02.0130,-65
15:41:02.0620,-68
15:41:02.2410,-65
15:41:02.2410,-66
15:41:02.2860,-68
15:41:02.3710,-66
15:41:02.4140,-68
15:41:02.5980,-72
15:41:02.6410,-66
15:41:02.6410,-64
15:41:02.6830,-67
15:41:02.6830,-68
15:41:02.7320,-73
15:41:02.7710,-65
15:41:02.8240,-67
15:41:02.8560,-72
15:41:02.8980,-65
15:41:02.9400,-68
15:41:03.1140,-65
15:41:03.1620,-69
15:41:03.2030,-75
15:41:03.2420,-67
15:41:03.2930,-69
15:41:03.3710,-67
15:41:03.4620,-66
15:41:03.4620,-70
15:41:03.5070,-79
15:41:03.5470,-69
15:41:03.5890,-70
15:41:03.6330,-73
15:41:03.6810,-67
15:41:03.7260,-70
15:41:03.7860,-70
15:41:03.8180,-73
15:41:03.8670,-74
15:41:03.9170,-73
15:41:03.9620,-67
15:41:04.0450,-73
15:41:04.0860,-66
15:41:04.1740,-74
15:41:04.2170,-67
15:41:04.2600,-69
15:41:04.3040,-70
15:41:04.4040,-73
15:41:04.4430,-66
15:41:04.4870,-69
15:41:04.5310,-74
15:41:04.5780,-65
15:41:04.6190,-69
15:41:04.6620,-69
15:41:04.7100,-75
15:41:04.7970,-66
15:41:04.8960,-74
15:41:04.9850,-68
15:41:05.0360,-75
15:41:05.0780,-67
15:41:05.1210,-70
15:41:05.1720,-75
15:41:05.2110,-67
15:41:05.2590,-70
15:41:05.3020,-75
15:41:05.3420,-67
15:41:05.3820,-69
15:41:05.4340,-71
15:41:05.4770,-70
15:41:05.5190,-79
15:41:05.5610,-68
15:41:05.6080,-69
15:41:05.6500,-76
15:41:05.6930,-68
15:41:05.7340,-69
15:41:05.7930,-76
15:41:05.8170,-68
15:41:05.8640,-70
15:41:05.9600,-69
15:41:06.0110,-75
15:41:06.0520,-67
15:41:06.0970,-69
15:41:06.1430,-76
15:41:06.1860,-69
15:41:06.2350,-75
15:41:06.2830,-67
15:41:06.3730,-69
15:41:06.4200,-75
15:41:06.4680,-69
15:41:06.5180,-75
15:41:06.5650,-71
15:41:06.6080,-69
15:41:06.6940,-67
15:41:06.7390,-69
15:41:06.8740,-75
15:41:06.9230,-66
15:41:06.9710,-69
15:41:07.0190,-76
15:41:07.0600,-66
15:41:07.1060,-76
15:41:07.2440,-75
15:41:07.2830,-66
15:41:07.3320,-69
15:41:07.3780,-75
15:41:07.4220,-65
15:41:07.4670,-75
15:41:07.5070,-67
15:41:07.5540,-69
15:41:07.5980,-69
15:41:07.6400,-75
15:41:07.6840,-65
15:41:07.7330,-69
15:41:07.7850,-75
15:41:07.8230,-76
15:41:07.8640,-67
15:41:07.9140,-65
15:41:07.9590,-70
15:41:08.0840,-69
15:41:08.1330,-76
15:41:08.1790,-65
15:41:08.2230,-69
15:41:08.2680,-70
15:41:08.3140,-69
15:41:08.3650,-76
15:41:08.4050,-65
15:41:08.4490,-69
15:41:08.4930,-76
15:41:08.5360,-65
15:41:08.5800,-69
15:41:08.6220,-70
15:41:08.6660,-78
15:41:08.7130,-77
15:41:08.7620,-66
15:41:08.8050,-70
15:41:08.8960,-77
15:41:08.9390,-66
15:41:09.0410,-66
15:41:09.0870,-70
15:41:09.1330,-77
15:41:09.1790,-66
15:41:09.2280,-69
15:41:09.2280,-70
15:41:09.3620,-77
15:41:09.4020,-66
15:41:09.4970,-77
15:41:09.5440,-66
15:41:09.5450,-67
15:41:09.5890,-70
15:41:09.6360,-66
15:41:09.6860,-70
15:41:09.7290,-78
15:41:09.7780,-70
15:41:09.8170,-70
15:41:09.8630,-78
15:41:09.9100,-68
15:41:09.9980,-66
15:41:10.0430,-70
15:41:10.0830,-77
15:41:10.2160,-70
15:41:10.2640,-65
15:41:10.3050,-70
15:41:10.3960,-65
15:41:10.4400,-70
15:41:10.4880,-77
15:41:10.5340,-65
15:41:10.5750,-70
15:41:10.6200,-77
15:41:10.6650,-70
15:41:10.7950,-70
15:41:10.8350,-77
15:41:10.8810,-65
15:41:10.9240,-69
15:41:10.9670,-76
15:41:11.0140,-66
15:41:11.0580,-69
15:41:11.1050,-66
15:41:11.1050,-76
15:41:11.1430,-66
15:41:11.3190,-75
15:41:11.3570,-66
15:41:11.4030,-69
15:41:11.4500,-69
15:41:11.4910,-75
15:41:11.5320,-66
15:41:11.5760,-69
15:41:11.6240,-69
15:41:11.6700,-76
15:41:11.7200,-75
15:41:11.7610,-66
15:41:11.8030,-69
15:41:11.8500,-75
15:41:11.8890,-66
15:41:11.9360,-69
15:41:11.9830,-69
15:41:11.9840,-74
15:41:12.0800,-74
15:41:12.1230,-65
15:41:12.1720,-69
15:41:12.2150,-74
15:41:12.2590,-65
15:41:12.3000,-69
15:41:12.3460,-69
15:41:12.4350,-74
15:41:12.4750,-65
15:41:12.5210,-68
15:41:12.5610,-73
15:41:12.6080,-64
15:41:12.6520,-67
15:41:12.7440,-72
15:41:12.7830,-65
15:41:12.8250,-68
15:41:12.8700,-73
15:41:12.9070,-65
15:41:12.9960,-71
15:41:13.0460,-68
15:41:13.1350,-63
15:41:13.1820,-67
15:41:13.2780,-68
15:41:13.3230,-72
15:41:13.3690,-63
15:41:13.4200,-67
15:41:13.4680,-73
15:41:13.5550,-73
15:41:13.5960,-63
15:41:13.6990,-67
15:41:13.7000,-73
15:41:13.7330,-63
15:41:13.7630,-67
15:41:13.8070,-73
15:41:13.8470,-63
15:41:13.8900,-67
15:41:13.9370,-73
15:41:13.9820,-63
15:41:14.0270,-68
15:41:14.0790,-72
15:41:14.1270,-63
